baseProduct,brandName,code,crossedPrice,name,price,priceToCrossedPrice
S23MSHI011_OFFG,Officine Generale,FUAE852502D,1050,Long Sleeve Poplin Shirt,210,0.2
231DR1814_ALVA,Alexandre Vauthier,FUA0037634D,6980,Ring Detail Plunge Dress,1395,0.1998567335243553
23PCPA261LX0002_PACO,Rabanne,FUA0039809D,4960,Vinyl Straight Leg Pants,990,0.19959677419354838
23PIJU358MH0158_PACO,Rabanne,FUA0039814D,11130,Side Slit Midi Skirt,2225,0.1999101527403414
21ACPA053AC0066_PACO,Rabanne,FUA0039703D,4100,Metallic Straight Leg Trousers,820,0.2
519521_MGBT,Magda Butrym,FUA0037706D,3480,Crepe Wrap Around High Heel Pump,695,0.1997126436781609
354ME233L237594_MSGM,MSGM,FUA0040143D,1650,Logo Denim Shirt,330,0.2
323CTO204WV0046_COES,Courreges,FUA0040030D,2700,Wool Sleeveless Vest,540,0.2
DPS23BL09012433_JEJI,Jejia,FUA0037928D,2700,Charlotte Blazer,540,0.2
MBBLK_ARBL,Arabella,FUA0037988D,945,The Modern Bustier Bra,185,0.19576719576719576
M090J35_PGDN,Paige,FUA0043167D,850,Lancaster Shirt,170,0.2
S0244_CINC,Cin Cin,FUAE869485D,525,Locket Bandeau Bikini Top,105,0.2
S0336_CINC,Cin Cin,FUA0044474D,930,Revival Flared Trousers,185,0.1989247311827957
S0355_CINC,Cin Cin,FUA0044490D,540,Twiggy Crop Top,105,0.19444444444444445
S0225_CINC,Cin Cin,FUAE869397D,525,Cruise Hoop Bikini Bottoms,105,0.2
M653C72_PGDN,Paige,FUA0043191D,1150,Lennox Denim Pants,230,0.2
NM22FWPA00576_NHKA,Nanushka,FUAE869573D,2050,Jasper Pants,410,0.2
231722_MGBT,Magda Butrym,FUA0037623D,7700,Crochet Mini Dress,1540,0.2
2301JA004_NUE,NUE,FUAE862016D,8050,Rose Quartz Tailored Blazer,1610,0.2
2303D04A239_AREA,Area,FUAE862265D,4050,Butterfly Printed Fitted Maxi Dress,810,0.2
2303P13171_AREA,Area,FUAE862485D,5300,Crystal Embellished Trousers,1060,0.2
B23150_BBCL,Billionaire Boys Club,FUAE862881D,370,City Rain 6-Panel\nCap,110,0.2972972972972973
COFDXH27819_APC,A.P.C,FUAE868598D,950,X Liberty Logo Sweatshirt,190,0.2
COGDCH12532_APC,A.P.C,FUAE869016D,775,Classic Malo Shirt,155,0.2
LILOU_KIKA,Kika Vargas,FUAE867882D,2550,Lilou Off Shoulder Top,510,0.2
PERFECTSUMMER_BOKJ,Bokja,FUAE864885D,4650,Gradient Perfect Summer Kaftan Dress,930,0.2
P3WB03_ERCA,Erika Cavallini,FUAE862858D,2550,Cashmere Polo Neck Sweater,635,0.24901960784313726
TWWSKR023ELA003_SUNN,Sunnei,FUAE866307D,1200,Stretch Jersey Overlapped Midi Skirt,240,0.2
S0223_CINC,Cin Cin,FUAE869325D,525,Marina Gathered Bikini Bottoms,105,0.2
TP00174CVP_RHDE,Rhode,FUAE865492D,900,Roja Square Neck Top,180,0.2
TP00225PCD_RHDE,Rhode,FUAE865533D,1200,Iris Wrap Top,240,0.2
TP00227CCP_RHDE,Rhode,FUAE865593D,950,Azure Top,190,0.2
SK00067CPP_RHDE,Rhode,FUAE865812D,1100,Willow Skirt,220,0.2
SS2350231WCP_ERDM,Erdem,FUAE868138D,3400,Paulina Short Sleeve Shirt,680,0.2
SS23DK27D_DKMA,David Koma,FUAE868446D,8000,Drape Jersey Crystal Embroidered Starfish Crystal Dress,1600,0.2
TWWBOT017COT035_SUNN,Sunnei,FUAE866220D,2150,Cotton Drill Classic Pants,430,0.2
PAMA0335I0_MRNI,Marni,FUAE864347D,3100,Patchwork Print Viscose Jacquard Pants,620,0.2
SP230414_ULJO,Ulla Johnson,FUAE862187D,2200,Sawyer Pants,440,0.2
1012063_FPCS,Filling Pieces,FUAE869200D,925,Low Top Ghost Sneakers,275,0.2972972972972973
23013076_CHEB,Christopher Esber,FUAE861961D,4600,Long Sleeve Tulle Column Dress,920,0.2
801522_MGBT,Magda Butrym,FUAE856862D,1450,Black Swim Bra,290,0.2
A04660302_AFRT,Alberta Ferretti,FUAE859019D,2800,Pegged Pants With Side Pockets,560,0.2
652523_MGBT,Magda Butrym,FUAE856246D,1300,Flower Detail Printed Swimming Bra,260,0.2
JC0735CPITANMEW_JECH,Jennifer Chamandi,FUAE860531D,2800,Lorenzo Suede Mesh Pumps,840,0.3
KK4223PL287964_NOKA,Norma Kamali,FUAE859317D,1150,Diana Gown,230,0.2
KK422YPL330612_NOKA,Norma Kamali,FUAE859453D,800,Jose Top,160,0.2
KL764_KIDL,KIDILL,FUAE859564D,2450,Tartan Pleats Pants,610,0.24897959183673468
R2313016_PRNZ,Proenza Schouler,FUAE857364D,7600,Viscose Gathered Jersey Dress,1520,0.2
R2313025_PRNZ,Proenza Schouler,FUAE857382D,8000,Silk Velvet Gathered Dress,1600,0.2
R2314001_PRNZ,Proenza Schouler,FUAE857411D,6000,Cotton Wool Jacquard Bustier,1200,0.2
R2317049_PRNZ,Proenza Schouler,FUAE857529D,3600,Viscose Knit Tie Dye Top,720,0.2
PS23284DRC224_GIMO,Giuseppe Di Morabito,FUAE856810D,4100,Embellished Bra Detail Midi Dress,820,0.2
JC0716SIWOS_JECH,Jennifer Chamandi,FUAE860444D,3500,Roberto Reflex Sandals,1050,0.3
R2316009_PRNZ,Proenza Schouler,FUAE857476D,5200,Cotton Wool Jacquard Pant,1040,0.2
PS23071SKP227_GIMO,Giuseppe Di Morabito,FUAE856489D,2750,Feather Detail Mini Skirt,550,0.2
1551D_ALIS,Alemais,FUAE854420D,1950,Seeker One Shoulder Mini Dress,390,0.2
166-7907_STUD,Staud,FUAE854999D,1950,Shelby Long Sleeve Maxi Dress,390,0.2
474-1325_STUD,Staud,FUAE853104D,1700,Simone Crochet Slides,510,0.3
S23MCHN704_OFFG,Officine Generale,FUAE852267D,1150,Preston Cotton Pants,230,0.2
S3PP3SM01_ERCA,Erika Cavallini,FUAE855299D,1600,Cotton Canvas Wide Leg Trousers,320,0.2
WE63TO400W_VTMN,Vetements,FUA0046428D,5150,Diva Styling Top With Gloves,1030,0.2
23MVIF11_AYAQ,Andrea Ya'aqov,FUAE865063D,1500,Cargo Jogging Pants,300,0.2
23MVIF13_AYAQ,Andrea Ya'aqov,FUAE865074D,1300,Cargo Shorts,260,0.2
2303D19236_AREA,Area,FUAE862300D,6500,Gathered Butterfly Poplin Midi Dress,1300,0.2
CF006KF029_CFCL,CFCL,FUAE867273D,2500,Milan Rib Straight Pants,500,0.2
23RES1023RL_MTBR,Matthew Bruch,FUAE865324D,2650,Apron Cargo Midi Dres,530,0.2
P3WA03_ERCA,Erika Cavallini,FUAE862778D,1300,Ribbed Knit V-neck Short Sleeve Sweater,325,0.25
U123DS4076_TIBI,Tibi,FUAE866427D,1550,Drapey Suiting Pleated Shorts,310,0.2
SAW23JUMTWCHANT_SMFG,STORY MFG,FUAE868117D,2000,Twinsun Cardigan,400,0.2
SAW23TPFRESLUIR_SMFG,STORY MFG,FUAE868251D,2000,French Jacket,400,0.2
TOPMASON_XCPT,X Concept,FUAE865279D,450,Top Mason Asymmetrical T-Shirt,90,0.2
U123TT5292_TIBI,Tibi,FUAE866789D,1750,Italian Sporty Side Shirred Circle Skirt,350,0.2
23013005_CHEB,Christopher Esber,FUAE861934D,3150,Carina Interlinked Compact Rib Maxi Dress,630,0.2
2522768_FPCS,Filling Pieces,FUAE866643D,1000,Low Top Ghost Tweak Sneakers,300,0.3
3440MB05237021_MSGM,MSGM,FUAE868566D,1230,Graphic Shorts,245,0.1991869918699187
938_CACA,Cara Cara,FUA0040886D,1140,Tallulah Cardigan,225,0.19736842105263158
714722_MGBT,Magda Butrym,FUA0040620D,7310,Micro Vesna Bag In Flower Beads,2190,0.29958960328317374
436570A_WOLF,WOLF 1834,FUA0040324D,400,Vault Insert - 12pc watch,160,0.4
EPSS60434S_LARD,Lardini,FUA0037846D,1450,Bermuda Shorts,290,0.2
M770L45_PGDN,Paige,FUA0043214D,950,Everett Shirt,190,0.2
A04660470_AFRT,Alberta Ferretti,FUAE859026D,8900,Long Sleeve Trench Style Maxi Dress,1780,0.2
NW23BCBB00316_NHKA,Nanushka,FUA0038135D,600,Ylva Bikini Bottoms,120,0.2
NW22CRSH00171_NHKA,Nanushka,FUA0043668D,2470,Artha Eco Vegan Leather Jacket,615,0.24898785425101214
S0224_CINC,Cin Cin,FUAE869349D,525,Locket Bandeau Bikini Top,105,0.2
S0287_CINC,Cin Cin,FUAE869746D,390,Sol Floppy Hat,75,0.19230769230769232
S0323_CINC,Cin Cin,FUA0044467D,735,Mod Cut-Out One Piece Swimsuit,145,0.19727891156462585
SS23DR0255STN_MRQS,Marques Almeida,FUAE868459D,2900,Scarf Dress,580,0.2
S1500B1341_AGDC,Agua De Coco,FUA0038337D,565,Floral Ikat Bandeau Ruched Bikini Top,110,0.19469026548672566
1012010_FPCS,Filling Pieces,FUAE869151D,825,Low Top Perforated Organic Sneakers,245,0.296969696969697
231SK1211_ALVA,Alexandre Vauthier,FUA0037656D,3280,Tie Dye Mini Skirt,655,0.19969512195121952
PS23296DRP231ST_GIMO,Giuseppe Di Morabito,FUAE856953D,5200,Off Shoulder Leather Detail Mesh Dress,1040,0.2
PS23297DR231ST_GIMO,Giuseppe Di Morabito,FUAE856964D,4500,Crystal Mesh Midi Dress,900,0.2
PS23178TO212_GIMO,Giuseppe Di Morabito,FUAE856666D,2950,Mesh Tank Top,590,0.2
189423_MGBT,Magda Butrym,FUAE856129D,5050,Flower Detail Mini Skirt,1010,0.2
KL745_KIDL,KIDILL,FUAE859512D,2250,Three Panel Shirt,560,0.24888888888888888
KL771_KIDL,KIDILL,FUAE859592D,2800,Tuck Denim Pants,700,0.25
R2327067_PRNZ,Proenza Schouler,FUAE857657D,7100,Matte Viscose Knit Ruffle Dress,1420,0.2
PS23260DR212_GIMO,Giuseppe Di Morabito,FUAE856798D,4100,Sheer Crystal Dress,820,0.2
PS23-6314BECS_ERDM,Erdem,FUAE857057D,4400,Violeta High Waisted Bermuda Shorts,880,0.2
S3PP3SJ11_ERCA,Erika Cavallini,FUAE855103D,1350,Tilde Short Sleeve Shirt,270,0.2
12050_AGBE,Agua by Agua Bendita,FUAE859981D,1100,Olmo Palma Printed Bikini Top,220,0.2
RST23DR0150SQC_MRQS,Marques Almeida,FUAE854745D,3500,Sequins Bias Tube Dress,700,0.2
R2317039_PRNZ,Proenza Schouler,FUAE857480D,4800,Viscose Knit Tie Dye Dress,960,0.2
2302T76184_AREA,Area,FUAE862227D,2700,Crystal Watermelon Cup T-Shirt,540,0.2
23MWEA42_AYAQ,Andrea Ya'aqov,FUAE865249D,1250,Jogging Pants,250,0.2
2303T23A236_AREA,Area,FUAE862562D,3250,Distressed Crystal Embellished Bow Halter Top,650,0.2
A08030717_PHIL,Philosophy,FUAE867159D,4200,Strapless Tulle Top,840,0.2
SP386_LISA,Lisa Marie Fernandez,FUAE862240D,2700,Hooded Poncho,540,0.2
S0232_CINC,Cin Cin,FUAE869404D,430,Isle Hoop Bikini Top,85,0.19767441860465115
S0233_CINC,Cin Cin,FUAE869420D,450,Cove Hoop Bikini Bottoms,90,0.2
P3WQ02_ERCA,Erika Cavallini,FUAE863364D,1900,Velvet Cargo Trousers,475,0.25
P3WZ06_ERCA,Erika Cavallini,FUAE868378D,1500,Wool Straight Fit Trousers,375,0.25
2303J12240_AREA,Area,FUAE862359D,4050,Crystal Trim Track Jacket,810,0.2
MRTWMBOT074_SUNN,Sunnei,FUAE864625D,1350,Cotton Knee Shorts,270,0.2
P3WA02_ERCA,Erika Cavallini,FUAE862756D,1450,Ribbed Knit Open Back Long Sleeve Sweater,360,0.2482758620689655
P3WC03_ERCA,Erika Cavallini,FUAE862945D,1600,V-neck Sleeveless Knit Gilet,400,0.25
U123EW3335_TIBI,Tibi,FUAE866634D,1500,Stone Wash Denim Cropped Sam Jeans,300,0.2
SP468_LISA,Lisa Marie Fernandez,FUAE862353D,2300,Wide Leg Pants,460,0.2
SP478H_LISA,Lisa Marie Fernandez,FUAE862360D,2250,Sailor High Waist Bikini Piping Set,450,0.2
1025964_BIRK,Birkenstock,FUAE852840D,1350,1774 Sylt Slides,405,0.3
65AA11220310_CRVN,Caravana,FUA0040520D,1950,Cahkiy Cotton Dress,390,0.2
JAC011A_MMKT,Mira Mikati,FUA0042836D,2880,Printed Rainbow Jacket With Embroidered Pocket,575,0.1996527777777778
GZ9692_ADDS,Adidas,FUAE853697D,649,Orketro Sneakers,125,0.1926040061633282
483-4162_STUD,Staud,FUAE853217D,1550,Rebecca Beaded Mini Skirt,310,0.2
CONTBCLAMG_BONN,Bonnie & Clyde,FUA0041625D,600,Continum Infinity Lenses Sunglasses,150,0.25
DRE022A_MMKT,Mira Mikati,FUA0041907D,2880,Printed Batwing Sleeve Shirt Dress,575,0.1996527777777778
S23MTLG454_OFFG,Officine Generale,FUAE853148D,1050,Joseph Drawstrings Pants,210,0.2
S0341_CINC,Cin Cin,FUA0044488D,620,Twiggy Crop Top,120,0.1935483870967742
WE63PA100Y_VTMN,Vetements,FUA0046418D,5300,Womens Fleece Tailored Pants,1060,0.2
WL2313271_PRWL,Proenza White Label,FUAE853897D,2850,Drop Waist Faux Leather Dress,570,0.2
12582_AGBE,Agua by Agua Bendita,FUA0039486D,3550,Francisca Kaftan Dress,710,0.2
365-7923_STUD,Staud,FUAE870415D,1750,Colby Off Shoulder Maxi Dress,350,0.2
3540ME13X237506_MSGM,MSGM,FUA0040097D,1450,Print Long Sleeve Shirt,290,0.2
395000594_MRKT,Market,FUAE871777D,420,Mkt Logo Coord Sweat Shorts,80,0.19047619047619047
38110268791_BEAMS,BEAMS+,FUAE870699D,1550,Adventure Check Print Shirt,310,0.2
CRTWMBOT023_SUNN,Sunnei,FUAE869768D,1200,Four Pockets Jump Shorts,240,0.2
BB2BLK_ARBL,Arabella,FUA0037789D,1495,The Bustier Bodysuit,295,0.19732441471571907
LRBBLK_ARBL,Arabella,FUA0038011D,340,The Seamless Low Rise Brief,65,0.19117647058823528
S0286_CINC,Cin Cin,FUAE869743D,390,Sol Floppy Hat,75,0.19230769230769232
P0412236031_424,424,FUA0038156D,730,Sport Pants,145,0.19863013698630136
SC215_MARY,Marysia,FUA0038215D,2640,Amorgos Skirt,525,0.19886363636363635
SIMONE_KIKA,Kika Vargas,FUAE870178D,2600,Simone Balloon Sleeves Top,520,0.2
A6TKBC64_ACWL,A-Cold-Wall,FUA0037833D,1850,ACW X Timberland Shorts,370,0.2
CRTWMSHR020_SUNN,Sunnei,FUAE869894D,1250,Regular Fit Short Sleeve Shirt,250,0.2
DELPHINE_KIKA,Kika Vargas,FUAE870920D,2800,Delphine One Shoulder Mini Dress,560,0.2
M380236029_424,424,FUA0038055D,1180,Washed Hoodie,235,0.19915254237288135
1322KDR003788A_VBHM,Victoria Beckham,FUA0039511D,3440,Fitted Square Neck Midi Dress,860,0.25
12621_AGBE,Agua by Agua Bendita,FUA0039502D,6365,Lima Maxi Linen Dress,1270,0.199528672427337
98_23_DESI,De Siena,FUA0037752D,870,Resort Beads Slides,260,0.2988505747126437
CF006KF065_CFCL,CFCL,FUAE867304D,2900,Stratum Jogger Pants,580,0.2
BB1BLK_ARBL,Arabella,FUA0037776D,945,The Bardot Bustier Bra,185,0.19576719576719576
LOW23SMPT020CC_LWCL,Low Classic,FUAE868983D,1650,Coating Belted Stitch Pants,330,0.2
HCFBIV_ARBL,Arabella,FUA0037857D,340,The High Cut French Brief,65,0.19117647058823528
P3WZ04_ERCA,Erika Cavallini,FUAE868273D,1700,Wool Mens Trousers,425,0.25
UE63PA305N5_VTMN,Vetements,FUA0038187D,5300,Plain Baggy Jeans,1060,0.2
2205128MP_KITR,Kitri,FUAE859660D,900,Libby Mixed Print Maxi Dress,180,0.2
HS23P286-58_HLSY,Hellessy,FUAE859031D,4450,Leander Embroidered Crepe Cargo Pants,890,0.2
KL772_KIDL,KIDILL,FUAE859600D,3750,Zip Denim Pants,935,0.24933333333333332
S3PP3SH07_ERCA,Erika Cavallini,FUAE854981D,1400,Isotta Drawstring Waist Trousers,280,0.2
354MP248L237594_MSGM,MSGM,FUA0040151D,1200,Straight Leg Denim Pants,240,0.2
323MPU099FI0001_COES,Courreges,FUA0040040D,3500,Multi Styling Rib Knit Sweater,700,0.2
435670_WOLF,WOLF 1834,FUA0040322D,165,Vault Insert Earring,65,0.3939393939393939
46AA1116581_CRVN,Caravana,FUA0040349D,1100,Awal Cotton Dress,220,0.2
M655F72S_PGDN,Paige,FUA0043197D,1150,Federal Straight Leg Jeans,230,0.2
S2321873WLLVCSV_ERDM,Erdem,FUAE852173D,5800,Abelia Floral Print Midi Dress,1160,0.2
SKT001A_MMKT,Mira Mikati,FUA0045640D,2880,Broderie Anglais Elasticated Waist Skirt,575,0.1996527777777778
BIGTROUBLE_BONN,Bonnie & Clyde,FUA0041290D,280,Rounded rectangular frame eyewear,210,0.75
LMH870_FRME,Frame,FUA0048566D,975,LHomme Slim Pants,240,0.24615384615384617
1372D_ALIS,Alemais,FUAE866630D,2700,Mira Puff Sleeve Midi Dress,540,0.2
2302P55217_AREA,Area,FUAE862168D,3850,Ombre Nylon Crystal Slit Track Pants,770,0.2
22W10SA0004211_THMU,Mugler,FUAE861896D,6300,Denim Spiral Bag Medium,1890,0.3
23MJAC37_AYAQ,Andrea Ya'aqov,FUAE864759D,1600,Cropped Jacquard Pants,320,0.2
SAW23JASOTSLUSC_SMFG,STORY MFG,FUAE868099D,1800,Sot Jacket,360,0.2
SAW23SHGRELINMO_SMFG,STORY MFG,FUAE868192D,1700,Moon Resist Shirt,340,0.2
U123TT7729_TIBI,Tibi,FUAE866812D,1550,Italian Sporty Shirred Sleeve Top,310,0.2
U123TY2152_TIBI,Tibi,FUAE866820D,725,Summer Terry Crew Neck Racerback Bodysuit,145,0.2
SP491_LISA,Lisa Marie Fernandez,FUAE862367D,2950,Beach Long Poncho,590,0.2
P3WT02_ERCA,Erika Cavallini,FUAE863553D,1500,Crepe De Chine V-Neck Long Sleeve Blouse,375,0.25
MS121F_ALLS,AllSaints,UPV0359376,355,Redondo Half-Sleeve Shirt,140,0.39436619718309857
395000595_MRKT,Market,FUAE871779D,450,Smiley Haters Sweat Shorts,90,0.2
E3WS04_ERCA,Erika Cavallini,FUAE872636D,1650,Low Waist Midi Skirt,410,0.24848484848484848
COGALH12535_APC,A.P.C,FUAE868745D,925,X Liberty Chris Short Sleeve Shirt,185,0.2
FBMS015501_MRNI,Marni,FUAE873518D,2500,Terry Fussbett Slides,750,0.3
BA52102_HFORD,Hartford,FUAE871897D,750,Tobby Garment Dyed Pants,150,0.2
DK60D_DKMA,David Koma,FUAE871467D,8650,Silk Oil Stain Printed Wrap Shirt Dress,1730,0.2
DK71DA_DKMA,David Koma,FUAE871479D,10900,Crystal Embroidered Chest Cutout Loop Midi Dress,2180,0.2
ERIKASS23004N_BTNA,Bettina Vermillon,FUAE872903D,1450,Erika Ankle Wrap Flip Flop Sandals,290,0.2
S1236001_ALTU,Altuzarra,FUAE871681D,3300,Dale Pants,660,0.2
SAW23TRFORCOTOS_SMFG,STORY MFG,FUAE868290D,2000,Forager Pants,400,0.2
395000601_MRKT,Market,FUAE871819D,420,Persistent Logo Coord Sweat Shorts,80,0.19047619047619047
ERL06P001_ERL,ERL,FUAE873012D,1900,Printed Cargo Woven Pants,380,0.2
ERL06P003_ERL,ERL,FUAE873038D,1900,Cargo Pants,380,0.2
SBMQ0040Q0_MRNI,Marni,FUAE868516D,2700,SHOULDER BAG,540,0.2
R0CA267_ROKH,Rokh,FUAE872171D,1750,Double Padded Detailed Corset,350,0.2
R0CA273_ROKH,Rokh,FUAE872176D,1050,Two Tone Bra Detailed Jersey Top,210,0.2
SETDESBLA_OCUS,Oceanus,FUAE869566D,1100,Desi Bikini Set,220,0.2
E3WH05_ERCA,Erika Cavallini,FUAE872515D,1600,Asymmetric Midi Skirt,400,0.25
WT018Y_ALLS,AllSaints,UPV1065192,475,Aleida Lightweight Tri Trousers,235,0.49473684210526314
395000591_MRKT,Market,FUAE871728D,420,Keep Going Sweat Shorts,80,0.19047619047619047
38230088874_BEAMS,BEAMS+,FUAE871100D,1100,Check Printed Trousers,220,0.2
DR00469CCP_RHDE,Rhode,FUAE871709D,1700,Ozzie One Shoulder Dress,340,0.2
ME029Y_ALLS,AllSaints,UPV1065224,595,Rex Damaged Slim Jeans,235,0.3949579831932773
MS068Y_ALLS,AllSaints,UPV1059381,630,Concorde Abstract Print Shirt,250,0.3968253968253968
WF627Y_ALLS,AllSaints,UPV1070819,805,Sheer Leopard Print Leather Trainers,400,0.4968944099378882
WE032Y_ALLS,AllSaints,UPV1068199,685,Duran Mid-Rise Skinny Cargo Jeans,340,0.49635036496350365
WE034Y_ALLS,AllSaints,UPV1065216,535,Dax High-Rise Skinny Jeans,210,0.3925233644859813
WP064T_ALLS,AllSaints,UPV1043846,485,Cora High-Rise Velvet Leggings,190,0.3917525773195876
WT045X_ALLS,AllSaints,UPV1052339,1510,Tux Double Breasted Blazer,755,0.5
WS065W_ALLS,AllSaints,UPV1046666,860,Veena Noche Midi Skirt,340,0.3953488372093023
WD075Y_ALLS,AllSaints,UPV1068165,1025,Amara Fabia Dress,410,0.4
WM372W_ALLS,AllSaints,UPV1046745,805,Perri Noche Tulle Top,200,0.2484472049689441
DR00457CPP_RHDE,Rhode,FUAE871638D,1850,Millie Ballon Sleeves Dress,370,0.2
MG332W_ALLS,AllSaints,UPV0933312,285,CRETE SS CREW,40,0.14035087719298245
MG120W_ALLS,AllSaints,UPV0947067,455,Omiri Sweatshorts,180,0.3956043956043956
MD270W_ALLS,AllSaints,UPV0956791,229,Figure Crew T-Shirt,90,0.3930131004366812
MF032W_ALLS,AllSaints,UPV0947302,490,Layton Slim Cuffed Sweatpants,195,0.3979591836734694
MS093W_ALLS,AllSaints,UPV0946920,545,No Fun Shirt,50,0.09174311926605505
ME035W_ALLS,AllSaints,UPV0935802,800,Jack Damaged Selvedge Jeans,335,0.41875
MF158V_ALLS,AllSaints,UPV0914567,570,Kallen Cuffed Slim Sweatpants,75,0.13157894736842105
ME021U_ALLS,AllSaints,UPV0850232,400,Switch Damaged Denim Shorts,160,0.4
MG164W_ALLS,AllSaints,UPV0932891,515,Rene Cuffed Slim Sweatpants,205,0.39805825242718446
MD238W_ALLS,AllSaints,UPV0933246,229,Figure Crew T-Shirt,90,0.3930131004366812
MD244W_ALLS,AllSaints,UPV0947418,160,Tonic Crew T-Shirt,60,0.375
MD255U_ALLS,AllSaints,UPV0855497,285,Figure Long Sleeve Henley,70,0.24561403508771928
MG248W_ALLS,AllSaints,UPV0956830,285,Net Brace Crew T-Shirt,110,0.38596491228070173
WD342V_ALLS,AllSaints,UPV0914461,700,Delta Velvet Dress,280,0.4
WE037V_ALLS,AllSaints,UPV0906478,685,Miller Mid-Rise Size Me Studded Skinny Jeans,100,0.145985401459854
WM294V_ALLS,AllSaints,UPV0911027,700,Tassel Jaine Sweatshirt,280,0.4
WT113V_ALLS,AllSaints,UPV0925927,650,Adlai High-Rise Wide Leg Corduroy Trousers,200,0.3076923076923077
WS037W_ALLS,AllSaints,UPV0956912,700,Alex Smocked Side Split Midi Skirt,280,0.4
MF066W_ALLS,AllSaints,UPV0947063,490,Raven Cuffed Slim Sweatpants,245,0.5
WF0064Z_ALLS,AllSaints,UPV0957396,1145,Alma Snake Leather Sandals,570,0.4978165938864629
ME076W_ALLS,AllSaints,UPV0985889,595, Cigarette Skinny Jeans,235,0.3949579831932773
ME044W_ALLS,AllSaints,UPV0972954,545,Rex Overdyed Slim Jeans,270,0.4954128440366973
MG003X_ALLS,AllSaints,UPV0985396,535,Adder Pullover Hoodie,210,0.3925233644859813
MD025X_ALLS,AllSaints,UPV0986350,285,Figure Long Sleeve Henley,110,0.38596491228070173
MG275X_ALLS,AllSaints,UPV0985193,300,Adder Crew T-Shirt,75,0.25
MF051W_ALLS,AllSaints,UPV0973030,490,Halden Relaxed Sweatpants,195,0.3979591836734694
MZ563X_ALLS,AllSaints,UPV0993355,1080,Apollo Patent Leather Derby Shoes,540,0.5
MZ0089A_ALLS,AllSaints,UPV0972963,755,Ash Leather Sandals,375,0.4966887417218543
MZ0103A_ALLS,AllSaints,UPV0973011,355,Renegade Sliders,175,0.49295774647887325
WF595X_ALLS,AllSaints,UPV0993386,1350,Ria Leather Crinkle Boots,675,0.5
WF611X_ALLS,AllSaints,UPV0993423,1080,Nova Metallic Leather Court Shoes,540,0.5
WF696X_ALLS,AllSaints,UPV0993372,1080,Noir Leather Shimmer Sandals,540,0.5
WF517X_ALLS,AllSaints,UPV0989541,395,Clemmy Low Top Celia Trainers,195,0.4936708860759494
WH011X_ALLS,AllSaints,UPV0985705,805,Lara Viola Shirt,200,0.2484472049689441
WD332X_ALLS,AllSaints,UPV0985845,700,Ara Ada Dress,175,0.25
WG002X_ALLS,AllSaints,UPV0985552,645,Lorna Pippa Hoodie,160,0.24806201550387597
WF0035Z_ALLS,AllSaints,UPV0986168,595,Jackie Ghost Trainers,295,0.4957983193277311
WF0037Z_ALLS,AllSaints,UPV0993393,595,Jackie Ghost Trainers,295,0.4957983193277311
WE006X_ALLS,AllSaints,UPV0993258,535,Dax High-Rise Size Me Skinny Jeans,265,0.4953271028037383
MZ516X_ALLS,AllSaints,UPV0986225,425,Max Canvas High Top Trainers,210,0.49411764705882355
MZ043Z_ALLS,AllSaints,UPV0964131,395,Theo Low Top Trainers,155,0.3924050632911392
MZ044Z_ALLS,AllSaints,UPV0964124,395,Theo Low Top Trainers,195,0.4936708860759494
WF598X_ALLS,AllSaints,UPV0993367,1735,Reina Leather Crinkle Boots,847,0.48818443804034584
WF0025Z_ALLS,AllSaints,UPV0960964,455,Clemmy Low Top Trainers,225,0.4945054945054945
MZ555X_ALLS,AllSaints,UPV0989574,1240,Davy Leather Boots,620,0.5
MD048X_ALLS,AllSaints,UPV0986638,190,Brace Crew T-Shirt,95,0.5
WF519X_ALLS,AllSaints,UPV0960980,455,CLEMMY SNEAKER,225,0.4945054945054945
WD079X_ALLS,AllSaints,UPV0985310,860,Rea Ribbed Midi Dress,215,0.25
MZ589X_ALLS,AllSaints,UPV0986219,645,Dumont Leather High Top Trainers,320,0.49612403100775193
MZ590X_ALLS,AllSaints,UPV0986150,645,Dumont Leather High Top Trainers,320,0.49612403100775193
MM002X_ALLS,AllSaints,UPV1036816,700,Weller Straight Cropped Trousers,175,0.25
MZ524X_ALLS,AllSaints,UPV1041677,805,Sloane High Top Trainers,400,0.4968944099378882
WD213X_ALLS,AllSaints,UPV1043163,1080,Hali Gene Butterfly Print Mini Dress,270,0.25
MZ0065A_ALLS,AllSaints,UPV1041748,595,Douglas Script High Top Trainers,295,0.4957983193277311
MZ0066A_ALLS,AllSaints,UPV1036267,690,Douglas Contrast High Top Trainers,345,0.5
MZ0067A_ALLS,AllSaints,UPV1036277,690,Douglas Contrast High Top Trainers,345,0.5
WFR22XANC_HERU,Hereu,UPV1038889,1700,WOVEN TOE POST CHUNKY SANDAL,255,0.15
WM215X_ALLS,AllSaints,UPV1043178,535,Areena Metallic Top,130,0.24299065420560748
WD205X_ALLS,AllSaints,UPV1041470,1025,Loleatta Dress,255,0.24878048780487805
WK069X_ALLS,AllSaints,UPV1043780,805,Star Jacquard Tank,200,0.2484472049689441
WK066X_ALLS,AllSaints,UPV1043630,915,Star V-Neck Jumper,225,0.2459016393442623
WT112V_ALLS,AllSaints,UPV1043840,1080,Adlai Corduroy Relaxed Blazer,540,0.5
WM164W_ALLS,AllSaints,UPV1043176,700,Ilaria Open Back Bodysuit,350,0.5
